symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize 
EDELWEISS,Press Release,07042025130854,https://nsearchives.nseindia.com/corporate/EDELWEISS_07042025130544_Exchangeintimation.pdf,Edelweiss Financial Services Limited,INE532F01047,07-Apr-2025 13:08:54,2025-04-07 13:08:54,106195841,Finance,nan,"Edelweiss Financial Services Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Edelweiss Financial Services Limited announces Rs. 2,000 million Public Issue of Secured Redeemable Non- convertible Debentures (NCDs) "".",nan,nan,nan,07-Apr-2025 13:08:54,00:00:00,nan
RANEENGINE,Record Date,07042025130844,https://nsearchives.nseindia.com/corporate/RANEENGINE_07042025130727_REVL_SEIntimation_RecordDate.pdf,Rane Engine Valve Limited,INE222J01013,07-Apr-2025 13:08:44,2025-04-07 13:08:44,106195840,Auto Ancillaries,nan,Rane Engine Valve Limited has informed the Exchange that Record date for the purpose of Merger/HiveOff  is 22-Apr-2025  for determining the shareholders to whom equity shares of Rane (Madras) Limited would be allotted. .,nan,nan,nan,07-Apr-2025 13:08:45,00:00:01,nan
AARON,Commencement of commercial production/operations,07042025130651,https://nsearchives.nseindia.com/corporate/AARON_07042025130618_CommercialProduction_07042025.pdf,Aaron Industries Limited,INE721Z01010,07-Apr-2025 13:06:51,2025-04-07 13:06:51,106195837,nan,nan,Aaron Industries Limited has informed the Exchange about Commencement of commercial production/operations,nan,nan,nan,07-Apr-2025 13:06:52,00:00:01,nan
SAFARI,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025130520,https://nsearchives.nseindia.com/corporate/SAFARI_07042025130510_SEINTIMATION.pdf,Safari Industries (India) Limited,INE429E01023,07-Apr-2025 13:05:20,2025-04-07 13:05:20,106195835,nan,nan,"Safari Industries (India) Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 13:05:21,00:00:01,nan
FIBERWEB,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025130227,https://nsearchives.nseindia.com/corporate/FIBERWEB_07042025130200_FIL.pdf,Fiberweb (India) Limited,INE296C01020,07-Apr-2025 13:02:27,2025-04-07 13:02:27,106195833,nan,nan,"Fiberweb (India) Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 13:02:27,00:00:00,nan
BIKAJI,Updates,07042025130019,https://nsearchives.nseindia.com/corporate/BIKAJIFOODS_07042025125923_07.pdf,Bikaji Foods International Limited,INE00E101023,07-Apr-2025 13:00:19,2025-04-07 13:00:19,106195830,nan,nan,Bikaji Foods International Limited has informed the Exchange regarding 'Non-Applicability Of Annual Disclosure Regarding Large Corporate For The Financial Year 2024-25'.,nan,nan,nan,07-Apr-2025 13:00:20,00:00:01,nan
RML,Scheme of Arrangement,07042025125929,https://nsearchives.nseindia.com/corporate/RML_07042025125546_RML_SEIntimation_WCOutcome.pdf,Rane (Madras) Limited,INE050H01012,07-Apr-2025 12:59:29,2025-04-07 12:59:29,106195828,Auto Ancillaries,nan,"This is to inform that the Working Committee of the Board of Directors at their meeting held today, have inter alia(i) Noted the receipt of the certified copy of the order dated March 24, 2025, from the Hon ble NCLT, Chennai sanctioning the Scheme(ii) Noted the Appointed date of the Scheme. i.e. April 01, 2024(iii) Noted the Effective date of the Scheme. i.e. April 07, 2025(iv) Approved the Record date for eligible shareholders. i.e. April 22, 2025(v) Approved the amendment to the Authorised Share Capital of Memorandum of Association.The meeting of the Working Committee of Board commenced at 12:20 hrs (IST) and concluded at 12:30 hrs (IST).",nan,nan,nan,07-Apr-2025 12:59:30,00:00:01,nan
ALMONDZ,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025125923,https://nsearchives.nseindia.com/corporate/ALMONDZ_07042025125910_AGSL_Reg_74.pdf,Almondz Global Securities Limited,INE326B01027,07-Apr-2025 12:59:23,2025-04-07 12:59:23,106195827,Finance,nan,"Almondz Global Securities Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:59:24,00:00:01,nan
RBL,Record Date,07042025125542,https://nsearchives.nseindia.com/corporate/RBL_07042025124508_RBL_SEIntimation_RecordDate.pdf,Rane Brake Lining Limited,INE244J01017,07-Apr-2025 12:55:42,2025-04-07 12:55:42,106195824,Auto Ancillaries,nan,Rane Brake Lining Limited has informed the Exchange that Record date for the purpose of Merger/HiveOff  is 22-Apr-2025 for determining the shareholders to whom equity shares of Rane (Madras) Limited would be allotted.,nan,nan,nan,07-Apr-2025 12:55:43,00:00:01,nan
LAOPALA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025125214,https://nsearchives.nseindia.com/corporate/LAOPALA_07042025125141_LORG_Reg_74_5_March2025.pdf,La Opala RG Limited,INE059D01012,07-Apr-2025 12:52:14,2025-04-07 12:52:14,106195818,Miscellaneous,nan,"La Opala RG Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the period January 1, 2025 to March 31, 2025",nan,nan,nan,07-Apr-2025 12:52:15,00:00:01,nan
GREENPLY,Press Release,07042025125200,https://nsearchives.nseindia.com/corporate/GREEN_07042025125120_PRESS_RELEASE.pdf,Greenply Industries Limited,INE461C01020,07-Apr-2025 12:52:00,2025-04-07 12:52:00,106195817,Construction,nan,"Greenply Industries Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Greenply Installs India s First EvoFuge 360 Steam Recovery System, Pioneering Sustainable MDF Manufacturing"".",nan,nan,nan,07-Apr-2025 12:52:01,00:00:01,nan
PERSISTENT,General Updates,07042025125103,https://nsearchives.nseindia.com/corporate/PERSISTENTUSER1_07042025125033_PersistentSystems-Clarificationtoourearlierintimationfrom_BSE-signed.pdf,Persistent Systems Limited,INE262H01013,07-Apr-2025 12:51:03,2025-04-07 12:51:03,106195815,Computers - Software,nan,Persistent Systems Limited has informed the Exchange about General Updates,nan,nan,nan,07-Apr-2025 12:51:04,00:00:01,nan
VIPULLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124910,https://nsearchives.nseindia.com/corporate/VIPULLTD_07042025124903_VIPULLTDREG74_5_.pdf,Vipul Limited,INE946H01037,07-Apr-2025 12:49:10,2025-04-07 12:49:10,106195811,nan,nan,"Vipul Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:49:11,00:00:01,nan
BFINVEST,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124821,https://nsearchives.nseindia.com/corporate/BFINVEST_07042025124759_Certificate_ur_74_5_BFIL_31032025.pdf,BF Investment Limited,INE878K01010,07-Apr-2025 12:48:21,2025-04-07 12:48:21,106195808,Finance,nan,"BF Investment Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2025",nan,nan,nan,07-Apr-2025 12:48:21,00:00:00,nan
KILITCH,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025124517,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50199_1409148_07042025124516_WEB.xml,Kilitch Drugs (India) Limited,INE729D01010,07-Apr-2025 12:45:17,2025-04-07 12:45:17,106195801,Pharmaceuticals,nan,KILITCH DRUGS (INDIA) LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 12:45:18,00:00:01,nan
AVONMORE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124512,https://nsearchives.nseindia.com/corporate/AVONMORECAPITAL_07042025124314_ACMS_Reg_74.pdf,Avonmore Capital & Management Services Limited,INE323B01016,07-Apr-2025 12:45:12,2025-04-07 12:45:12,106195800,nan,nan,"Avonmore Capital & Management Services  Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:45:12,00:00:00,nan
PAVNAIND,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124344,https://nsearchives.nseindia.com/corporate/PAVNA_07042025124320_DisclosureReg7431032025.pdf,Pavna Industries Limited,INE07S101020,07-Apr-2025 12:43:44,2025-04-07 12:43:44,106195797,nan,nan,"Pavna Industries Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:43:45,00:00:01,nan
KAYNES,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124334,https://nsearchives.nseindia.com/corporate/KAYNESTECH_07042025124238_SignedRegulation74_5_31032025kaynesMufg.pdf,Kaynes Technology India Limited,INE918Z01012,07-Apr-2025 12:43:34,2025-04-07 12:43:34,106195796,nan,nan,"Kaynes Technology India Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:43:35,00:00:01,nan
ZODIAC,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124248,https://nsearchives.nseindia.com/corporate/ZODIAC_07042025124132_Reg74_SD.pdf,Zodiac Energy Limited,INE761Y01019,07-Apr-2025 12:42:48,2025-04-07 12:42:48,106195795,nan,nan,"Zodiac Energy Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:42:48,00:00:00,nan
BFUTILITIE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124243,https://nsearchives.nseindia.com/corporate/BFUTILITIE_07042025124211_Certificate_ur_74_5_BFUL_31032025.pdf,BF Utilities Limited,INE243D01012,07-Apr-2025 12:42:43,2025-04-07 12:42:43,106195794,Construction,nan,"BF Utilities Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2025",nan,nan,nan,07-Apr-2025 12:42:43,00:00:00,nan
ORTINGLOBE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124231,https://nsearchives.nseindia.com/corporate/ORTINLAB_07042025124221_DPC_merged.pdf,ORTIN GLOBAL LIMITED,INE749B01020,07-Apr-2025 12:42:31,2025-04-07 12:42:31,106195793,nan,nan,"ORTIN GLOBAL LIMITED has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:42:32,00:00:01,nan
SOFTTECH,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025124138,https://nsearchives.nseindia.com/corporate/SOFTTECH_07042025124128_Certificateunderreg74_5_.pdf,Softtech Engineers Limited,INE728Z01015,07-Apr-2025 12:41:38,2025-04-07 12:41:38,106195790,nan,nan,"SoftTech Engineers Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the quarter ended March 31, 2025",nan,nan,nan,07-Apr-2025 12:41:39,00:00:01,nan
GAEL,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07042025124123,https://nsearchives.nseindia.com/corporate/xbrl/CIM_50198_1409139_07042025124122_WEB.xml,Gujarat Ambuja Exports Limited,INE036B01022,07-Apr-2025 12:41:23,2025-04-07 12:41:23,106195789,Solvent Extraction,nan,GUJARAT AMBUJA EXPORTS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,nan,nan,nan,07-Apr-2025 12:41:23,00:00:00,nan
RBL,Scheme of Arrangement,07042025124019,https://nsearchives.nseindia.com/corporate/RBL_07042025122943_RBL_SEIntimation_WCOutcome.pdf,Rane Brake Lining Limited,INE244J01017,07-Apr-2025 12:40:19,2025-04-07 12:40:19,106195787,Auto Ancillaries,nan,"This is to inform that the Working Committee of the Board of Directors at their meeting held today, have inter alia(i) Noted the receipt of the certified copy of the order dated March 24, 2025, from the Hon ble NCLT, Chennai sanctioning the Scheme(ii) Noted the Appointed date of the Scheme. i.e. April 01, 2024(iii) Noted the Effective date of the Scheme. i.e. April 05, 2025(iv) Approved the Record date for eligible shareholders. i.e. April 21, 2025The meeting of the Working Committee of Board commenced at 12:15 hrs (IST) and concluded at 12:20 hrs (IST).",nan,nan,nan,07-Apr-2025 12:40:20,00:00:01,nan
BKMINDST,Updates,07042025123807,https://nsearchives.nseindia.com/corporate/BKMINDST_07042025123719_BKMSAST.pdf,Bkm Industries Limited,INE831Q01016,07-Apr-2025 12:38:07,2025-04-07 12:38:07,106195785,nan,nan,"Bkm Industries Limited has informed the Exchange regarding 'Annual Disclosure under Regulation 31(4) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulation, 2011'.",nan,nan,nan,07-Apr-2025 12:38:08,00:00:01,nan
IKIO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025123611,https://nsearchives.nseindia.com/corporate/IKIO_07042025123548_Letter_74_5__Signed.pdf,IKIO Lighting Limited,INE0LOJ01019,07-Apr-2025 12:36:11,2025-04-07 12:36:11,106195781,nan,nan,"Ikio Lighting Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:36:12,00:00:01,nan
APOLLO,Updates,07042025123605,https://nsearchives.nseindia.com/corporate/APOLLO_07042025123552_SE_Company_Update_Q4.pdf,Apollo Micro Systems Limited,INE713T01010,07-Apr-2025 12:36:05,2025-04-07 12:36:05,106195780,nan,nan,Apollo Micro Systems Limited has informed the Exchange regarding 'Company Update for the Quarter Ended Q4 of Financial Year 2024-25'.,nan,nan,nan,07-Apr-2025 12:36:06,00:00:01,nan
TATAPOWER,Press Release,07042025123533,https://nsearchives.nseindia.com/corporate/VPTPCL_07042025123522_PR.pdf,Tata Power Company Limited,INE245A01013,07-Apr-2025 12:35:33,2025-04-07 12:35:33,106195779,Power,nan,"Tata Power Company Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Tata Power to Install 100 MW Battery Energy Storage System (BESS) in Mumbai"".",nan,nan,nan,07-Apr-2025 12:35:34,00:00:01,nan
RANEENGINE,Scheme of Arrangement,07042025123456,https://nsearchives.nseindia.com/corporate/RANEENGINE_07042025123235_REVL_SEIntimation_WCoutcome.pdf,Rane Engine Valve Limited,INE222J01013,07-Apr-2025 12:34:56,2025-04-07 12:34:56,106195777,Auto Ancillaries,nan,"This is to inform that the Working Committee of the Board of Directors at their meeting held today, have inter alia(i) Noted the receipt of the certified copy of the order dated March 24, 2025, from the Hon ble NCLT, Chennai sanctioning the Scheme(ii) Noted the Appointed date of the Scheme. i.e. April 01, 2024(iii) Noted the Effective date of the Scheme. i.e. April 07, 2025(v) Approved the Record date for eligible shareholders. i.e. April 22, 2025The meeting of the Working Committee of Board commenced at 12:10 hrs (IST) and concluded at 12:15 hrs (IST).",nan,nan,nan,07-Apr-2025 12:34:57,00:00:01,nan
HISARMETAL,Updates,07042025123403,https://nsearchives.nseindia.com/corporate/HISARMETAL_07042025123259_Merged31_4_WithoutPAN.pdf,Hisar Metal Industries Limited,INE598C01011,07-Apr-2025 12:34:03,2025-04-07 12:34:03,106195775,nan,nan,"Hisar Metal Industries Limited has informed the Exchange regarding 'Disclosure made under Regulation 31(4) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011'.",nan,nan,nan,07-Apr-2025 12:34:03,00:00:00,nan
ESSENTIA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025123352,https://nsearchives.nseindia.com/corporate/INTEGRA_07042025123322_Reg_74_5_attachment.pdf,Integra Essentia Limited,INE418N01035,07-Apr-2025 12:33:52,2025-04-07 12:33:52,106195774,nan,nan,"Integra Essentia Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:33:53,00:00:01,nan
ROLLT,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025123251,https://nsearchives.nseindia.com/corporate/ROLLT_07042025123243_74.pdf,Rollatainers Limited,INE927A01040,07-Apr-2025 12:32:51,2025-04-07 12:32:51,106195773,nan,nan,"Rollatainers Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:32:52,00:00:01,nan
THOMASCOOK,Press Release,07042025123227,https://nsearchives.nseindia.com/corporate/THOMASCOOK_07042025122714_amritsarborderlesspressrelease.pdf,Thomas Cook  (India)  Limited,INE332A01027,07-Apr-2025 12:32:27,2025-04-07 12:32:27,106195772,Travel And Transport,nan,"Thomas Cook  (India)  Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Sterling Debuts in Punjab with the Launch of Sterling Borderland Amritsar"".",nan,nan,nan,07-Apr-2025 12:32:28,00:00:01,nan
GANGAFORGE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025122918,https://nsearchives.nseindia.com/corporate/GANGAFORGE_07042025122908_REG_74_5_FILED.pdf,Ganga Forging Limited,INE691Z01015,07-Apr-2025 12:29:18,2025-04-07 12:29:18,106195771,nan,nan,"Ganga Forging Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:29:19,00:00:01,nan
DPSCLTD,Updates,07042025122858,https://nsearchives.nseindia.com/corporate/DPSCLTD_07042025122723_ComplianceUnderReg46ofSEBI_LODR_31032025.pdf,DPSC Limited,INE360C01016,07-Apr-2025 12:28:58,2025-04-07 12:28:58,106195770,Power,nan,DPSC Limited has informed the Exchange regarding website of India Power Corporation Limited (formerly DPSC Limited) i.e. www.indiapower.com is updated and functional,nan,nan,nan,07-Apr-2025 12:28:59,00:00:01,nan
EPACK,Resignation of Independent director,07042025122341,https://nsearchives.nseindia.com/corporate/EPACK_ROID_50197_KMP_Doc.zip,EPACK Durable Limited,INE0G5901015,07-Apr-2025 12:23:41,2025-04-07 12:23:41,106195766,nan,nan,EPACK DURABLE LIMITED has informed the Exchange about Resignation of Independent director.,nan,nan,nan,07-Apr-2025 12:23:41,00:00:00,nan
GAEL,Change in Management,07042025122340,https://nsearchives.nseindia.com/corporate/GAEL_07042025122300_Change_in_Senior_Management.pdf,Gujarat Ambuja Exports Limited,INE036B01022,07-Apr-2025 12:23:40,2025-04-07 12:23:40,106195765,Solvent Extraction,nan,Gujarat Ambuja Exports Limited has informed the Exchange about change in Management,nan,nan,nan,07-Apr-2025 12:23:41,00:00:01,nan
DPSCLTD,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025122318,https://nsearchives.nseindia.com/corporate/DPSCLTD_07042025122258_CertificateUnderRegulation74_5_ofSEBI_DP_31032025.pdf,DPSC Limited,INE360C01016,07-Apr-2025 12:23:18,2025-04-07 12:23:18,106195763,Power,nan,"DPSC Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:23:19,00:00:01,nan
EDUCOMP,Updates,07042025122301,https://nsearchives.nseindia.com/corporate/EDUCOMP_07042025122148_NSE_REPLY-CG-DEC24.pdf,Educomp Solutions Limited,INE216H01027,07-Apr-2025 12:23:01,2025-04-07 12:23:01,106195762,Computers - Software,nan,"Educomp Solutions Limited has informed the Exchange regarding 'Clarification on Applicability of CG report to a CIRP company'.  Despite non applicability, Integrated CG report filed ( to the extent possible) as introduced by SEBI for ease of doing business.",nan,nan,nan,07-Apr-2025 12:23:02,00:00:01,nan
GHCL,Structural Digital Database,07042025122202,https://nsearchives.nseindia.com/corporate/GHCL_07042025122107_GHCL_Disclosure_Compliance_Certificate_SDD_March2025.pdf,GHCL Limited,INE539A01019,07-Apr-2025 12:22:02,2025-04-07 12:22:02,106195761,Chemicals - Inorganic,nan,"Compliance certificate for the quarter ended March 31, 2025 (Pursuant to Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015)",nan,nan,nan,07-Apr-2025 12:22:03,00:00:01,nan
AWL,Press Release,07042025122154,https://nsearchives.nseindia.com/corporate/AWL_07042025122136_SEGondhoraj.pdf,Adani Wilmar Limited,INE699H01024,07-Apr-2025 12:21:54,2025-04-07 12:21:54,106195760,nan,nan,"Adani Wilmar Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""Press Release dated 7th April 2025 titled    Alife expandsits personal care portfolio with Gondhoraj & Neem soap in West Bengal ."".",nan,nan,nan,07-Apr-2025 12:21:54,00:00:00,nan
KILITCH,General Updates,07042025122131,https://nsearchives.nseindia.com/corporate/KILITCH_07042025122106_IntimationToSEExpirationOfTenureOfIndDirector.pdf,Kilitch Drugs (India) Limited,INE729D01010,07-Apr-2025 12:21:31,2025-04-07 12:21:31,106195758,Pharmaceuticals,nan,Kilitch Drugs (India) Limited has informed the Exchange about completion of Tenure of Independent Director,nan,nan,nan,07-Apr-2025 12:21:32,00:00:01,nan
BRIGADE,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025122121,https://nsearchives.nseindia.com/corporate/BRIGADE_07042025122045_CertificateunderReg74_5_31032025.pdf,Brigade Enterprises Limited,INE791I01019,07-Apr-2025 12:21:21,2025-04-07 12:21:21,106195757,Construction,nan,"Brigade Enterprises Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:21:22,00:00:01,nan
BIL,Updates,07042025122100,https://nsearchives.nseindia.com/corporate/BIL_07042025121938_Intimation.pdf,Bhartiya International Limited,INE828A01016,07-Apr-2025 12:21:00,2025-04-07 12:21:00,106195756,Leather And Leather Products,nan,"Bhartiya International Limited has informed the Exchange regarding Pursuant to Regulation 30 of the Listing Regulations, this is to inform you that Audit Committee of the Board at its meeting held today, has approved a transaction for sale of a property situated at Gottigere Village, Uttarahalli Hobli, Bangalore South Taluk. The Company is in the process of executing definitive agreement(s) in accordance with the applicable laws and procedural requirements.",nan,nan,nan,07-Apr-2025 12:21:01,00:00:01,nan
TARC,Allotment of Securities,07042025122026,https://nsearchives.nseindia.com/corporate/TARC_07042025122001_Allotment.pdf,TARC Limited,INE0EK901012,07-Apr-2025 12:20:26,2025-04-07 12:20:26,106195738,nan,nan,"TARC Limited has informed the Exchange regarding allotment of 40900 securities pursuant to Non Convertible Securities at its meeting held on April 07, 2025",nan,nan,nan,07-Apr-2025 12:20:27,00:00:01,nan
UNIVAFOODS,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025121837,https://nsearchives.nseindia.com/corporate/univa_07042025121806_UnivaQ4.pdf,Univa Foods Limited,INE275F01019,07-Apr-2025 12:18:37,2025-04-07 12:18:37,106195735,nan,nan,"Univa Foods Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:18:38,00:00:01,nan
COFFEEDAY,Updates,07042025121817,https://nsearchives.nseindia.com/corporate/COFFEEDAY_07042025121807_Debt_Disclosure_March_2025.pdf,Coffee Day Enterprises Limited,INE335K01011,07-Apr-2025 12:18:17,2025-04-07 12:18:17,106195733,nan,nan,Coffee Day Enterprises Limited has informed the Exchange regarding 'Defaults on Payment of Interest/Principal'.,nan,nan,nan,07-Apr-2025 12:18:18,00:00:01,nan
WESTLIFE,Press Release,07042025121649,https://nsearchives.nseindia.com/corporate/RadhaWestlife_07042025121616_PressRelease07042025.pdf,WESTLIFE FOODWORLD LIMITED,INE274F01020,07-Apr-2025 12:16:49,2025-04-07 12:16:49,106195730,nan,nan,"WESTLIFE FOODWORLD LIMITED has informed the Exchange regarding a press release dated April 07, 2025, titled ""Westlife Foodworld shines bright in prestigious S&P Global sCorporate Sustainability Assessment."".",nan,nan,nan,07-Apr-2025 12:16:50,00:00:01,nan
JPASSOCIAT,Corporate Insolvency Resolution Process-XBRL,07042025121447,https://nsearchives.nseindia.com/corporate/xbrl/CIRP_1409114_07042025121447_WEB.xml,Jaiprakash Associates Limited,INE455F01025,07-Apr-2025 12:14:47,2025-04-07 12:14:47,106195727,Construction,nan,JAIPRAKASH ASSOCIATES LIMITED has informed the Exchange about Corporate Insolvency Resolution Process for the event related to Prior or Post-facto intimation of the meetings of Committee of Creditors,nan,nan,nan,07-Apr-2025 12:14:48,00:00:01,nan
ZENITHEXPO,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025121426,https://nsearchives.nseindia.com/corporate/ZENITHEXPO_07042025121413_NSEBSEREG74_5_31032025.pdf,Zenith Exports Limited,INE058B01018,07-Apr-2025 12:14:26,2025-04-07 12:14:26,106195725,Textiles - Cotton,nan,"Zenith Exports Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:14:26,00:00:00,nan
PARSVNATH,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025121328,https://nsearchives.nseindia.com/corporate/PARSVNATH_07042025121304_74_5_.pdf,Parsvnath Developers Limited,INE561H01018,07-Apr-2025 12:13:28,2025-04-07 12:13:28,106195723,Construction,nan,"Parsvnath Developers Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:13:29,00:00:01,nan
SHYAMTEL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025121226,https://nsearchives.nseindia.com/corporate/SHYAMTEL_07042025121148_Shyam_IntimationofcertificateunderReg74_5_.pdf,Shyam Telecom Limited,INE635A01023,07-Apr-2025 12:12:26,2025-04-07 12:12:26,106195721,Telecommunication - Services,nan,"Shyam Telecom Limited has informed the Exchange about Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:12:27,00:00:01,nan
ITDCEM,Updates,07042025121155,https://nsearchives.nseindia.com/corporate/team_sandeshc_07042025105449_ITD.pdf,ITD Cementation India Limited,INE686A01018,07-Apr-2025 12:11:55,2025-04-07 12:11:55,106195524,Construction,nan,"ICICI Securities Limited has submitted to the Exchange a copy of details of shares subscribed as at 17:15:33 on April 04, 2025.",nan,nan,nan,07-Apr-2025 12:11:55,00:00:00,nan
FCONSUMER,Updates,07042025120758,https://nsearchives.nseindia.com/corporate/FCEL1_07042025120747_StockExchangeComplianceMar25.pdf,Future Consumer Limited,INE220J01025,07-Apr-2025 12:07:58,2025-04-07 12:07:58,106195717,nan,nan,"Future Consumer Limited has informed the Exchange regarding 'Disclosure in terms of SEBI circular No. SEBI/ HO/CFD/CMD1/CIR/P/2019/140 dated 21st November, 2019'.",nan,nan,nan,07-Apr-2025 12:07:59,00:00:01,nan
TATAMOTORS,Press Release,07042025120630,https://nsearchives.nseindia.com/corporate/TATAMOTORSSJS_07042025120603_NSEBSELETTER.pdf,Tata Motors Limited,INE155A01014,07-Apr-2025 12:06:30,2025-04-07 12:06:30,106195716,Automobiles - 4 Wheelers,nan,"Tata Motors Limited has informed the Exchange regarding a press release dated April 07, 2025, titled ""JLR delivers on net cash positive target after strong FY25 sales"".",nan,nan,nan,07-Apr-2025 12:06:31,00:00:01,nan
VIPCLOTHNG,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",07042025120507,https://nsearchives.nseindia.com/corporate/VIPCLOTHNG_07042025120456_CoverLetterReg74_5_VIPClothingQ42025Signed.pdf,VIP Clothing Limited,INE450G01024,07-Apr-2025 12:05:07,2025-04-07 12:05:07,106195715,nan,nan,"VIP Clothing Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",nan,nan,nan,07-Apr-2025 12:05:08,00:00:01,nan
